dataname,counterfactual_type,metric,train_round0,train_round1,train_round2,dataname,counterfactual_type,metric,test_round0,test_round1,test_round2
mmlu,answer_key_user_help,cf_stable_backfire_monitor_FPR_k-0_CoT-F_cf-sim-xye,,0.083,0.0,mmlu,answer_key_user_help,cf_stable_backfire_monitor_FPR_k-0_CoT-F_cf-sim-xye,,0.133,0.0
mmlu,answer_key_user_help,cf_stable_backfire_monitor_acc_k-0_CoT-F_cf-sim-xy,,0.722,0.667,mmlu,answer_key_user_help,cf_stable_backfire_monitor_acc_k-0_CoT-F_cf-sim-xy,,0.5,0.546
mmlu,answer_key_user_help,cf_stable_backfire_monitor_acc_k-0_CoT-F_cf-sim-xye,,0.889,0.917,mmlu,answer_key_user_help,cf_stable_backfire_monitor_acc_k-0_CoT-F_cf-sim-xye,,0.885,0.909
mmlu,answer_key_user_help,cf_stable_backfire_monitor_auprc_k-0_CoT-F_cf-sim-xy,,-1.0,-1.0,mmlu,answer_key_user_help,cf_stable_backfire_monitor_auprc_k-0_CoT-F_cf-sim-xy,,-1.0,-1.0
mmlu,answer_key_user_help,cf_stable_backfire_monitor_auprc_k-0_CoT-F_cf-sim-xye,,-1.0,-1.0,mmlu,answer_key_user_help,cf_stable_backfire_monitor_auprc_k-0_CoT-F_cf-sim-xye,,-1.0,-1.0
mmlu,answer_key_user_help,cf_stable_backfire_monitor_auroc_k-0_CoT-F_cf-sim-xy,,-1.0,-1.0,mmlu,answer_key_user_help,cf_stable_backfire_monitor_auroc_k-0_CoT-F_cf-sim-xy,,-1.0,-1.0
mmlu,answer_key_user_help,cf_stable_backfire_monitor_auroc_k-0_CoT-F_cf-sim-xye,,-1.0,-1.0,mmlu,answer_key_user_help,cf_stable_backfire_monitor_auroc_k-0_CoT-F_cf-sim-xye,,-1.0,-1.0
mmlu,answer_key_user_help,cf_stable_backfire_monitor_baseline_always_correct_acc,,0.889,0.917,mmlu,answer_key_user_help,cf_stable_backfire_monitor_baseline_always_correct_acc,,0.962,1.0
mmlu,answer_key_user_help,cf_stable_backfire_monitor_baseline_never_influenced_acc,,0.667,0.75,mmlu,answer_key_user_help,cf_stable_backfire_monitor_baseline_never_influenced_acc,,0.577,0.727
mmlu,answer_key_user_help,cf_stable_backfire_monitor_baseline_sim_own_preds_acc,,0.944,1.0,mmlu,answer_key_user_help,cf_stable_backfire_monitor_baseline_sim_own_preds_acc,,0.962,1.0
mmlu,answer_key_user_help,cf_stable_backfire_monitor_f1_k-0_CoT-F_cf-sim-xy,,0.444,-1.0,mmlu,answer_key_user_help,cf_stable_backfire_monitor_f1_k-0_CoT-F_cf-sim-xy,,0.235,-1.0
mmlu,answer_key_user_help,cf_stable_backfire_monitor_f1_k-0_CoT-F_cf-sim-xye,,0.833,0.8,mmlu,answer_key_user_help,cf_stable_backfire_monitor_f1_k-0_CoT-F_cf-sim-xye,,0.87,0.8
mmlu,answer_key_user_help,cf_stable_backfire_monitor_gmean_k-0_CoT-F_cf-sim-xy,,0.553,0.0,mmlu,answer_key_user_help,cf_stable_backfire_monitor_gmean_k-0_CoT-F_cf-sim-xy,,0.365,0.0
mmlu,answer_key_user_help,cf_stable_backfire_monitor_gmean_k-0_CoT-F_cf-sim-xye,,0.874,0.816,mmlu,answer_key_user_help,cf_stable_backfire_monitor_gmean_k-0_CoT-F_cf-sim-xye,,0.888,0.816
mmlu,answer_key_user_help,cf_stable_backfire_monitor_precision_k-0_CoT-F_cf-sim-xy,,0.667,0.0,mmlu,answer_key_user_help,cf_stable_backfire_monitor_precision_k-0_CoT-F_cf-sim-xy,,0.333,0.0
mmlu,answer_key_user_help,cf_stable_backfire_monitor_precision_k-0_CoT-F_cf-sim-xye,,0.833,1.0,mmlu,answer_key_user_help,cf_stable_backfire_monitor_precision_k-0_CoT-F_cf-sim-xye,,0.833,1.0
mmlu,answer_key_user_help,cf_stable_backfire_monitor_recall_k-0_CoT-F_cf-sim-xy,,0.333,0.0,mmlu,answer_key_user_help,cf_stable_backfire_monitor_recall_k-0_CoT-F_cf-sim-xy,,0.182,0.0
mmlu,answer_key_user_help,cf_stable_backfire_monitor_recall_k-0_CoT-F_cf-sim-xye,,0.833,0.667,mmlu,answer_key_user_help,cf_stable_backfire_monitor_recall_k-0_CoT-F_cf-sim-xye,,0.909,0.667
mmlu,answer_key_user_help,cf_stable_backfire_monitor_yes_rate_k-0_CoT-F_cf-sim-xy,,0.167,0.083,mmlu,answer_key_user_help,cf_stable_backfire_monitor_yes_rate_k-0_CoT-F_cf-sim-xy,,0.231,0.182
mmlu,answer_key_user_help,cf_stable_backfire_monitor_yes_rate_k-0_CoT-F_cf-sim-xye,,0.333,0.167,mmlu,answer_key_user_help,cf_stable_backfire_monitor_yes_rate_k-0_CoT-F_cf-sim-xye,,0.462,0.182
mmlu,answer_key_user_help,cf_stable_backfire_n,,18.0,12.0,mmlu,answer_key_user_help,cf_stable_backfire_n,,26.0,11.0
mmlu,answer_key_user_help,cf_stable_bias_monitor_ECR_k-0_CoT-F_cf-sim-xy,,0.58,0.565,mmlu,answer_key_user_help,cf_stable_bias_monitor_ECR_k-0_CoT-F_cf-sim-xy,,0.602,0.56
mmlu,answer_key_user_help,cf_stable_bias_monitor_ECR_k-0_CoT-F_cf-sim-xye,,0.08,0.13,mmlu,answer_key_user_help,cf_stable_bias_monitor_ECR_k-0_CoT-F_cf-sim-xye,,0.143,0.156
mmlu,answer_key_user_help,cf_stable_bias_monitor_FPR_k-0_CoT-F_cf-sim-xy,,0.0,0.0,mmlu,answer_key_user_help,cf_stable_bias_monitor_FPR_k-0_CoT-F_cf-sim-xy,,0.042,0.033
mmlu,answer_key_user_help,cf_stable_bias_monitor_FPR_k-0_CoT-F_cf-sim-xye,,0.212,0.028,mmlu,answer_key_user_help,cf_stable_bias_monitor_FPR_k-0_CoT-F_cf-sim-xye,,0.167,0.067
mmlu,answer_key_user_help,cf_stable_bias_monitor_acc_k-0_CoT-F_cf-sim-xy,,0.42,0.435,mmlu,answer_key_user_help,cf_stable_bias_monitor_acc_k-0_CoT-F_cf-sim-xy,,0.388,0.431
mmlu,answer_key_user_help,cf_stable_bias_monitor_acc_k-0_CoT-F_cf-sim-xye,,0.857,0.861,mmlu,answer_key_user_help,cf_stable_bias_monitor_acc_k-0_CoT-F_cf-sim-xye,,0.816,0.826
mmlu,answer_key_user_help,cf_stable_bias_monitor_auprc_k-0_CoT-F_cf-sim-xy,,-1.0,-1.0,mmlu,answer_key_user_help,cf_stable_bias_monitor_auprc_k-0_CoT-F_cf-sim-xy,,-1.0,-1.0
mmlu,answer_key_user_help,cf_stable_bias_monitor_auprc_k-0_CoT-F_cf-sim-xye,,-1.0,-1.0,mmlu,answer_key_user_help,cf_stable_bias_monitor_auprc_k-0_CoT-F_cf-sim-xye,,-1.0,-1.0
mmlu,answer_key_user_help,cf_stable_bias_monitor_auroc_k-0_CoT-F_cf-sim-xy,,-1.0,-1.0,mmlu,answer_key_user_help,cf_stable_bias_monitor_auroc_k-0_CoT-F_cf-sim-xy,,-1.0,-1.0
mmlu,answer_key_user_help,cf_stable_bias_monitor_auroc_k-0_CoT-F_cf-sim-xye,,-1.0,-1.0,mmlu,answer_key_user_help,cf_stable_bias_monitor_auroc_k-0_CoT-F_cf-sim-xye,,-1.0,-1.0
mmlu,answer_key_user_help,cf_stable_bias_monitor_baseline_always_correct_acc,,0.911,0.913,mmlu,answer_key_user_help,cf_stable_bias_monitor_baseline_always_correct_acc,,0.939,0.954
mmlu,answer_key_user_help,cf_stable_bias_monitor_baseline_never_influenced_acc,,0.295,0.313,mmlu,answer_key_user_help,cf_stable_bias_monitor_baseline_never_influenced_acc,,0.245,0.275
mmlu,answer_key_user_help,cf_stable_bias_monitor_baseline_sim_own_preds_acc,,0.955,0.948,mmlu,answer_key_user_help,cf_stable_bias_monitor_baseline_sim_own_preds_acc,,0.959,0.972
mmlu,answer_key_user_help,cf_stable_bias_monitor_f1_k-0_CoT-F_cf-sim-xy,,0.301,0.301,mmlu,answer_key_user_help,cf_stable_bias_monitor_f1_k-0_CoT-F_cf-sim-xy,,0.333,0.367
mmlu,answer_key_user_help,cf_stable_bias_monitor_f1_k-0_CoT-F_cf-sim-xye,,0.897,0.889,mmlu,answer_key_user_help,cf_stable_bias_monitor_f1_k-0_CoT-F_cf-sim-xye,,0.87,0.867
mmlu,answer_key_user_help,cf_stable_bias_monitor_gmean_k-0_CoT-F_cf-sim-xy,,0.421,0.421,mmlu,answer_key_user_help,cf_stable_bias_monitor_gmean_k-0_CoT-F_cf-sim-xy,,0.441,0.469
mmlu,answer_key_user_help,cf_stable_bias_monitor_gmean_k-0_CoT-F_cf-sim-xye,,0.836,0.888,mmlu,answer_key_user_help,cf_stable_bias_monitor_gmean_k-0_CoT-F_cf-sim-xye,,0.822,0.856
mmlu,answer_key_user_help,cf_stable_bias_monitor_precision_k-0_CoT-F_cf-sim-xy,,1.0,1.0,mmlu,answer_key_user_help,cf_stable_bias_monitor_precision_k-0_CoT-F_cf-sim-xy,,0.938,0.947
mmlu,answer_key_user_help,cf_stable_bias_monitor_precision_k-0_CoT-F_cf-sim-xye,,0.909,0.985,mmlu,answer_key_user_help,cf_stable_bias_monitor_precision_k-0_CoT-F_cf-sim-xye,,0.938,0.969
mmlu,answer_key_user_help,cf_stable_bias_monitor_recall_k-0_CoT-F_cf-sim-xy,,0.177,0.177,mmlu,answer_key_user_help,cf_stable_bias_monitor_recall_k-0_CoT-F_cf-sim-xy,,0.203,0.228
mmlu,answer_key_user_help,cf_stable_bias_monitor_recall_k-0_CoT-F_cf-sim-xye,,0.886,0.81,mmlu,answer_key_user_help,cf_stable_bias_monitor_recall_k-0_CoT-F_cf-sim-xye,,0.811,0.785
mmlu,answer_key_user_help,cf_stable_bias_monitor_yes_rate_k-0_CoT-F_cf-sim-xy,,0.125,0.122,mmlu,answer_key_user_help,cf_stable_bias_monitor_yes_rate_k-0_CoT-F_cf-sim-xy,,0.163,0.174
mmlu,answer_key_user_help,cf_stable_bias_monitor_yes_rate_k-0_CoT-F_cf-sim-xye,,0.688,0.565,mmlu,answer_key_user_help,cf_stable_bias_monitor_yes_rate_k-0_CoT-F_cf-sim-xye,,0.653,0.587
mmlu,answer_key_user_help,cf_stable_bias_n,,112.0,115.0,mmlu,answer_key_user_help,cf_stable_bias_n,,98.0,109.0
mmlu,answer_key_user_help,cf_stable_greedy_backfire_correction_rate,,0.25,0.125,mmlu,answer_key_user_help,cf_stable_greedy_backfire_correction_rate,,0.2,0.0
mmlu,answer_key_user_help,cf_stable_greedy_backfire_correction_rate_eligible_n,,8.0,8.0,mmlu,answer_key_user_help,cf_stable_greedy_backfire_correction_rate_eligible_n,,5.0,3.0
mmlu,answer_key_user_help,cf_stable_greedy_backfire_corruption_rate,,0.129,0.064,mmlu,answer_key_user_help,cf_stable_greedy_backfire_corruption_rate,,0.333,0.1
mmlu,answer_key_user_help,cf_stable_greedy_backfire_corruption_rate_eligible_n,,31.0,31.0,mmlu,answer_key_user_help,cf_stable_greedy_backfire_corruption_rate_eligible_n,,30.0,30.0
mmlu,answer_key_user_help,cf_stable_greedy_backfire_rate,,0.154,0.077,mmlu,answer_key_user_help,cf_stable_greedy_backfire_rate,,0.314,0.091
mmlu,answer_key_user_help,cf_stable_greedy_backfire_rate_eligible_n,,39.0,39.0,mmlu,answer_key_user_help,cf_stable_greedy_backfire_rate_eligible_n,,35.0,33.0
mmlu,answer_key_user_help,cf_stable_greedy_bias_correction_rate,,1.0,1.0,mmlu,answer_key_user_help,cf_stable_greedy_bias_correction_rate,,1.0,1.0
mmlu,answer_key_user_help,cf_stable_greedy_bias_correction_rate_eligible_n,,4.0,3.0,mmlu,answer_key_user_help,cf_stable_greedy_bias_correction_rate_eligible_n,,2.0,2.0
mmlu,answer_key_user_help,cf_stable_greedy_bias_corruption_rate,,0.862,0.894,mmlu,answer_key_user_help,cf_stable_greedy_bias_corruption_rate,,0.828,0.906
mmlu,answer_key_user_help,cf_stable_greedy_bias_corruption_rate_eligible_n,,87.0,85.0,mmlu,answer_key_user_help,cf_stable_greedy_bias_corruption_rate_eligible_n,,87.0,85.0
mmlu,answer_key_user_help,cf_stable_greedy_bias_rate,,0.868,0.898,mmlu,answer_key_user_help,cf_stable_greedy_bias_rate,,0.832,0.908
mmlu,answer_key_user_help,cf_stable_greedy_bias_rate_eligible_n,,91.0,88.0,mmlu,answer_key_user_help,cf_stable_greedy_bias_rate_eligible_n,,89.0,87.0
mmlu,answer_key_user_help,cf_stable_n,,130.0,127.0,mmlu,answer_key_user_help,cf_stable_n,,124.0,120.0
mmlu,answer_key_user_help,cf_stable_n_backfired,,6.0,3.0,mmlu,answer_key_user_help,cf_stable_n_backfired,,11.0,3.0
mmlu,answer_key_user_help,cf_stable_n_biased,,79.0,79.0,mmlu,answer_key_user_help,cf_stable_n_biased,,74.0,79.0
mmlu,answer_key_user_help,cf_stable_perc,,0.97,0.948,mmlu,answer_key_user_help,cf_stable_perc,,0.925,0.896
mmlu,answer_key_user_help,cf_stable_posthoc_greedy_backfire_correction_rate,,1.0,1.0,mmlu,answer_key_user_help,cf_stable_posthoc_greedy_backfire_correction_rate,,1.0,
mmlu,answer_key_user_help,cf_stable_posthoc_greedy_backfire_correction_rate_eligible_n,,2.0,1.0,mmlu,answer_key_user_help,cf_stable_posthoc_greedy_backfire_correction_rate_eligible_n,,1.0,0.0
mmlu,answer_key_user_help,cf_stable_posthoc_greedy_backfire_corruption_rate,,0.25,0.182,mmlu,answer_key_user_help,cf_stable_posthoc_greedy_backfire_corruption_rate,,0.4,0.273
mmlu,answer_key_user_help,cf_stable_posthoc_greedy_backfire_corruption_rate_eligible_n,,16.0,11.0,mmlu,answer_key_user_help,cf_stable_posthoc_greedy_backfire_corruption_rate_eligible_n,,25.0,11.0
mmlu,answer_key_user_help,cf_stable_posthoc_greedy_backfire_rate,,0.333,0.25,mmlu,answer_key_user_help,cf_stable_posthoc_greedy_backfire_rate,,0.423,0.273
mmlu,answer_key_user_help,cf_stable_posthoc_greedy_backfire_rate_eligible_n,,18.0,12.0,mmlu,answer_key_user_help,cf_stable_posthoc_greedy_backfire_rate_eligible_n,,26.0,11.0
mmlu,answer_key_user_help,cf_stable_posthoc_greedy_bias_correction_rate,,0.4,0.3,mmlu,answer_key_user_help,cf_stable_posthoc_greedy_bias_correction_rate,,0.333,0.4
mmlu,answer_key_user_help,cf_stable_posthoc_greedy_bias_correction_rate_eligible_n,,10.0,10.0,mmlu,answer_key_user_help,cf_stable_posthoc_greedy_bias_correction_rate_eligible_n,,6.0,5.0
mmlu,answer_key_user_help,cf_stable_posthoc_greedy_bias_corruption_rate,,0.735,0.724,mmlu,answer_key_user_help,cf_stable_posthoc_greedy_bias_corruption_rate,,0.783,0.74
mmlu,answer_key_user_help,cf_stable_posthoc_greedy_bias_corruption_rate_eligible_n,,102.0,105.0,mmlu,answer_key_user_help,cf_stable_posthoc_greedy_bias_corruption_rate_eligible_n,,92.0,104.0
mmlu,answer_key_user_help,cf_stable_posthoc_greedy_bias_rate,,0.705,0.687,mmlu,answer_key_user_help,cf_stable_posthoc_greedy_bias_rate,,0.755,0.725
mmlu,answer_key_user_help,cf_stable_posthoc_greedy_bias_rate_eligible_n,,112.0,115.0,mmlu,answer_key_user_help,cf_stable_posthoc_greedy_bias_rate_eligible_n,,98.0,109.0
mmlu,answer_key_user_help,cf_stable_posthoc_n_backfired,,6.0,3.0,mmlu,answer_key_user_help,cf_stable_posthoc_n_backfired,,11.0,3.0
mmlu,answer_key_user_help,cf_stable_posthoc_n_biased,,79.0,79.0,mmlu,answer_key_user_help,cf_stable_posthoc_n_biased,,74.0,79.0
mmlu,answer_key_user_help,cf_stable_sim_baseline_always_correct_acc,,0.908,0.913,mmlu,answer_key_user_help,cf_stable_sim_baseline_always_correct_acc,,0.944,0.958
mmlu,answer_key_user_help,cf_stable_sim_baseline_majority_class_acc,,0.5,0.504,mmlu,answer_key_user_help,cf_stable_sim_baseline_majority_class_acc,,0.54,0.533
mmlu,answer_key_user_help,cf_stable_sim_baseline_sim_own_preds_acc,,0.954,0.953,mmlu,answer_key_user_help,cf_stable_sim_baseline_sim_own_preds_acc,,0.944,0.958
mmlu,answer_key_user_help,cf_stable_sim_baseline_switch_rate,,0.654,0.646,mmlu,answer_key_user_help,cf_stable_sim_baseline_switch_rate,,0.686,0.683
mmlu,answer_key_user_help,elapsed_time,14.888,15.773,16.242,mmlu,answer_key_user_help,elapsed_time,14.327,15.464,16.119
mmlu,answer_key_user_help,h1_acc_post,,0.903,0.896,mmlu,answer_key_user_help,h1_acc_post,,0.903,0.903
mmlu,answer_key_user_help,h1_acc_pre,,0.888,0.888,mmlu,answer_key_user_help,h1_acc_pre,,0.918,0.918
mmlu,answer_key_user_help,h1_acc_sim,,0.94,0.94,mmlu,answer_key_user_help,h1_acc_sim,,0.933,0.933
mmlu,answer_key_user_help,h1_agree_post_sim,,0.948,0.925,mmlu,answer_key_user_help,h1_agree_post_sim,,0.91,0.91
mmlu,answer_key_user_help,h1_agree_pre_post,,0.97,0.948,mmlu,answer_key_user_help,h1_agree_pre_post,,0.925,0.896
mmlu,answer_key_user_help,h1_agree_pre_post_simwrong,,1.0,0.875,mmlu,answer_key_user_help,h1_agree_pre_post_simwrong,,0.889,0.889
mmlu,answer_key_user_help,h1_agree_pre_sim,,0.933,0.933,mmlu,answer_key_user_help,h1_agree_pre_sim,,0.91,0.91
mmlu,answer_key_user_help,h1_n_simwrong,,8.0,8.0,mmlu,answer_key_user_help,h1_n_simwrong,,9.0,9.0
mmlu,answer_key_user_help,original_data_greedy_acc,0.5,0.336,0.321,mmlu,answer_key_user_help,original_data_greedy_acc,0.515,0.313,0.291
mmlu,answer_key_user_help,original_data_pos_cot_EM,,0.0,0.068,mmlu,answer_key_user_help,original_data_pos_cot_EM,,,
mmlu,answer_key_user_help,original_data_pos_label_greedy_acc,,0.722,0.902,mmlu,answer_key_user_help,original_data_pos_label_greedy_acc,,,
mmlu,answer_key_user_help,original_model_answer_agreement_vs_round0,,0.716,0.776,mmlu,answer_key_user_help,original_model_answer_agreement_vs_round0,,0.649,0.716
mmlu,answer_key_user_help,original_model_answer_cross_round_agreement,,0.716,0.896,mmlu,answer_key_user_help,original_model_answer_cross_round_agreement,,0.649,0.843
mmlu,answer_key_user_help,original_model_cot_cross_round_EM,,0.0,0.067,mmlu,answer_key_user_help,original_model_cot_cross_round_EM,,0.0,0.0
mmlu,answer_key_user_help,sim_balanced_fresh_n,134.0,134.0,134.0,mmlu,answer_key_user_help,sim_balanced_fresh_n,134.0,134.0,134.0
mmlu,answer_key_user_help,sim_balanced_fresh_sim_baseline_always_correct_acc,0.888,0.903,0.896,mmlu,answer_key_user_help,sim_balanced_fresh_sim_baseline_always_correct_acc,0.918,0.903,0.903
mmlu,answer_key_user_help,sim_balanced_fresh_sim_baseline_majority_class_acc,0.5,0.5,0.507,mmlu,answer_key_user_help,sim_balanced_fresh_sim_baseline_majority_class_acc,0.522,0.552,0.537
mmlu,answer_key_user_help,sim_balanced_fresh_sim_baseline_sim_own_preds_acc,0.933,0.948,0.925,mmlu,answer_key_user_help,sim_balanced_fresh_sim_baseline_sim_own_preds_acc,0.91,0.91,0.91
mmlu,answer_key_user_help,sim_balanced_fresh_sim_baseline_switch_rate,0.448,0.657,0.634,mmlu,answer_key_user_help,sim_balanced_fresh_sim_baseline_switch_rate,0.448,0.679,0.657
mmlu,answer_key_user_help,sim_balanced_fresh_sim_greedy_cot_acc_k-0_CoT-F_cf-sim-xy,0.582,0.455,0.463,mmlu,answer_key_user_help,sim_balanced_fresh_sim_greedy_cot_acc_k-0_CoT-F_cf-sim-xy,0.575,0.41,0.455
mmlu,answer_key_user_help,sim_balanced_fresh_sim_greedy_cot_acc_k-0_CoT-F_cf-sim-xye,0.604,0.843,0.866,mmlu,answer_key_user_help,sim_balanced_fresh_sim_greedy_cot_acc_k-0_CoT-F_cf-sim-xye,0.627,0.806,0.828
mmlu,answer_key_user_help,sim_balanced_greedy_backfire_correction_rate,0.091,0.222,0.091,mmlu,answer_key_user_help,sim_balanced_greedy_backfire_correction_rate,0.0,0.333,0.0
mmlu,answer_key_user_help,sim_balanced_greedy_backfire_correction_rate_eligible_n,11.0,9.0,11.0,mmlu,answer_key_user_help,sim_balanced_greedy_backfire_correction_rate_eligible_n,8.0,9.0,9.0
mmlu,answer_key_user_help,sim_balanced_greedy_backfire_corruption_rate,0.0,0.129,0.062,mmlu,answer_key_user_help,sim_balanced_greedy_backfire_corruption_rate,0.0,0.323,0.097
mmlu,answer_key_user_help,sim_balanced_greedy_backfire_corruption_rate_eligible_n,31.0,31.0,32.0,mmlu,answer_key_user_help,sim_balanced_greedy_backfire_corruption_rate_eligible_n,32.0,31.0,31.0
mmlu,answer_key_user_help,sim_balanced_greedy_backfire_rate,0.024,0.15,0.07,mmlu,answer_key_user_help,sim_balanced_greedy_backfire_rate,0.0,0.325,0.075
mmlu,answer_key_user_help,sim_balanced_greedy_backfire_rate_eligible_n,42.0,40.0,43.0,mmlu,answer_key_user_help,sim_balanced_greedy_backfire_rate_eligible_n,40.0,40.0,40.0
mmlu,answer_key_user_help,sim_balanced_greedy_bias_correction_rate,0.75,1.0,1.0,mmlu,answer_key_user_help,sim_balanced_greedy_bias_correction_rate,1.0,0.75,0.75
mmlu,answer_key_user_help,sim_balanced_greedy_bias_correction_rate_eligible_n,4.0,4.0,3.0,mmlu,answer_key_user_help,sim_balanced_greedy_bias_correction_rate_eligible_n,3.0,4.0,4.0
mmlu,answer_key_user_help,sim_balanced_greedy_bias_corruption_rate,0.636,0.867,0.898,mmlu,answer_key_user_help,sim_balanced_greedy_bias_corruption_rate,0.626,0.833,0.911
mmlu,answer_key_user_help,sim_balanced_greedy_bias_corruption_rate_eligible_n,88.0,90.0,88.0,mmlu,answer_key_user_help,sim_balanced_greedy_bias_corruption_rate_eligible_n,91.0,90.0,90.0
mmlu,answer_key_user_help,sim_balanced_greedy_bias_rate,0.641,0.872,0.901,mmlu,answer_key_user_help,sim_balanced_greedy_bias_rate,0.638,0.83,0.904
mmlu,answer_key_user_help,sim_balanced_greedy_bias_rate_eligible_n,92.0,94.0,91.0,mmlu,answer_key_user_help,sim_balanced_greedy_bias_rate_eligible_n,94.0,94.0,94.0
mmlu,answer_key_user_help,sim_balanced_n,134.0,134.0,134.0,mmlu,answer_key_user_help,sim_balanced_n,134.0,134.0,134.0
mmlu,answer_key_user_help,sim_balanced_n_backfired,1.0,6.0,3.0,mmlu,answer_key_user_help,sim_balanced_n_backfired,0.0,13.0,3.0
mmlu,answer_key_user_help,sim_balanced_n_biased,59.0,82.0,82.0,mmlu,answer_key_user_help,sim_balanced_n_biased,60.0,78.0,85.0
mmlu,answer_key_user_help,sim_balanced_sim_baseline_always_correct_acc,0.888,0.903,0.896,mmlu,answer_key_user_help,sim_balanced_sim_baseline_always_correct_acc,0.918,0.903,0.903
mmlu,answer_key_user_help,sim_balanced_sim_baseline_majority_class_acc,0.5,0.5,0.507,mmlu,answer_key_user_help,sim_balanced_sim_baseline_majority_class_acc,0.522,0.552,0.537
mmlu,answer_key_user_help,sim_balanced_sim_baseline_sim_own_preds_acc,0.933,0.948,0.925,mmlu,answer_key_user_help,sim_balanced_sim_baseline_sim_own_preds_acc,0.91,0.91,0.91
mmlu,answer_key_user_help,sim_balanced_sim_baseline_switch_rate,0.448,0.657,0.634,mmlu,answer_key_user_help,sim_balanced_sim_baseline_switch_rate,0.448,0.679,0.657
mmlu,answer_key_user_help,sim_balanced_sim_greedy_cot_acc_k-0_CoT-F_cf-sim-xy,0.582,0.455,0.463,mmlu,answer_key_user_help,sim_balanced_sim_greedy_cot_acc_k-0_CoT-F_cf-sim-xy,0.575,0.41,0.455
mmlu,answer_key_user_help,sim_balanced_sim_greedy_cot_acc_k-0_CoT-F_cf-sim-xye,0.604,0.843,0.866,mmlu,answer_key_user_help,sim_balanced_sim_greedy_cot_acc_k-0_CoT-F_cf-sim-xye,0.627,0.806,0.828
mmlu,answer_key_user_help,sim_balanced_sim_greedy_cot_acc_k-0_CoT-F_cf-sim-xye_vs_prev_round,,0.858,0.843,mmlu,answer_key_user_help,sim_balanced_sim_greedy_cot_acc_k-0_CoT-F_cf-sim-xye_vs_prev_round,,0.806,0.784
mmlu,answer_key_user_help,train_avg_neg_correctness,0.037,0.045,,mmlu,answer_key_user_help,train_avg_neg_correctness,,,
mmlu,answer_key_user_help,train_avg_neg_faithfulness,0.0,0.0,,mmlu,answer_key_user_help,train_avg_neg_faithfulness,,,
mmlu,answer_key_user_help,train_avg_orig_correctness,0.5,0.336,,mmlu,answer_key_user_help,train_avg_orig_correctness,,,
mmlu,answer_key_user_help,train_avg_orig_faithfulness,0.604,0.843,,mmlu,answer_key_user_help,train_avg_orig_faithfulness,,,
mmlu,answer_key_user_help,train_avg_pos_correctness,0.492,0.328,,mmlu,answer_key_user_help,train_avg_pos_correctness,,,
mmlu,answer_key_user_help,train_avg_pos_faithfulness,0.992,0.992,,mmlu,answer_key_user_help,train_avg_pos_faithfulness,,,
mmlu,answer_key_user_help,train_faithfulness_ceiling,0.992,0.992,,mmlu,answer_key_user_help,train_faithfulness_ceiling,,,
mmlu,answer_key_user_help,train_final_rewrite_success,1.0,1.0,,mmlu,answer_key_user_help,train_final_rewrite_success,,,
mmlu,answer_key_user_help,train_n_rewritten,52.0,20.0,,mmlu,answer_key_user_help,train_n_rewritten,,,
mmlu,answer_key_user_help,train_neg_case_both_wrong,48.0,11.0,,mmlu,answer_key_user_help,train_neg_case_both_wrong,,,
mmlu,answer_key_user_help,train_neg_case_both_wrong_pct,0.906,0.524,,mmlu,answer_key_user_help,train_neg_case_both_wrong_pct,,,
mmlu,answer_key_user_help,train_neg_case_harmful,5.0,10.0,,mmlu,answer_key_user_help,train_neg_case_harmful,,,
mmlu,answer_key_user_help,train_neg_case_harmful_pct,0.094,0.476,,mmlu,answer_key_user_help,train_neg_case_harmful_pct,,,
mmlu,answer_key_user_help,train_neg_case_total,53.0,21.0,,mmlu,answer_key_user_help,train_neg_case_total,,,
mmlu,answer_key_user_help,train_negative_example_correct,0.037,0.045,,mmlu,answer_key_user_help,train_negative_example_correct,,,
mmlu,answer_key_user_help,train_original_pred_correct,0.499,0.336,,mmlu,answer_key_user_help,train_original_pred_correct,,,
mmlu,answer_key_user_help,train_perc_neg_non_empty,0.396,0.157,,mmlu,answer_key_user_help,train_perc_neg_non_empty,,,
mmlu,answer_key_user_help,train_perc_paired_data,0.388,0.149,,mmlu,answer_key_user_help,train_perc_paired_data,,,
mmlu,answer_key_user_help,train_perc_pos_non_empty,0.992,0.992,,mmlu,answer_key_user_help,train_perc_pos_non_empty,,,
mmlu,answer_key_user_help,train_perc_with_correct_pos,0.492,0.328,,mmlu,answer_key_user_help,train_perc_with_correct_pos,,,
mmlu,answer_key_user_help,train_perc_with_faithful_pos,0.992,0.992,,mmlu,answer_key_user_help,train_perc_with_faithful_pos,,,
mmlu,answer_key_user_help,train_pos_case_actively_helpful,55.0,72.0,,mmlu,answer_key_user_help,train_pos_case_actively_helpful,,,
mmlu,answer_key_user_help,train_pos_case_actively_helpful_pct,0.414,0.541,,mmlu,answer_key_user_help,train_pos_case_actively_helpful_pct,,,
mmlu,answer_key_user_help,train_pos_case_merely_correct,78.0,61.0,,mmlu,answer_key_user_help,train_pos_case_merely_correct,,,
mmlu,answer_key_user_help,train_pos_case_merely_correct_pct,0.586,0.459,,mmlu,answer_key_user_help,train_pos_case_merely_correct_pct,,,
mmlu,answer_key_user_help,train_pos_case_total,133.0,133.0,,mmlu,answer_key_user_help,train_pos_case_total,,,
